NETWORK,PI,YEAR,MONTH,DAY,SITE,TRANSECT,SP_CODE,BLADE_LENGTH_CM,WIDTH_CM,STIPE_LENGTH_CM,WET_WEIGHT,DRY_WEIGHT,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,29,20,1,10.2095352,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,25,15,2.5,8.617299377,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,31,23,1.5,11.93282884,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,40,19,0.5,18.32206216,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,20,15,0.5,4.861508704,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,22,15,0.5,5.82841341,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,30,22,1.5,11.22781994,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,21,22,0.5,5.334295582,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,26,15,0.5,8.017231127,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,16,11,1,3.37551671,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,22,12,1.5,6.343812384,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,123,22,5,53.99013064,4.821724701,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,33,16,6,6.494464424,0.841365835,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,37,16,10,9.056170602,1.106681674,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,113.5,15,11.5,51.75589887,4.656630454,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,49.5,25,9.5,13.58077322,1.545583847,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,38,19.5,3.5,7.254841369,0.921772228,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,43,16,2.5,8.547567149,1.055187667,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,122,28.5,15,60.93997379,5.327868266,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,53,31,24,21.82693146,2.285419035,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,107,27,12,47.41228623,4.332010008,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,AGCL,40,24.5,2,19.66758615,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,AGCL,43,23,1.5,22.01313066,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,AGCL,23,14.5,5,8.925234466,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,78,37,8,26.5792335,2.688370925,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,100,28,5.5,38.25622345,3.629684093,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,119.5,27.5,4.5,51.02037606,4.602008543,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,66.5,23,10,21.57500425,2.263651747,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,94,28,5,34.15766141,3.3059712,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,149,26,37,105.0844073,8.348827349,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,23,10,3,3.153179675,0.463774444,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,21,7.5,1,2.341334312,0.362852302,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,122,24,6.5,54.36652641,4.84941844,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,176.5,22.5,6,101.5866513,8.119066887,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,99.5,31.5,7.5,39.2308849,3.705746733,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,AGCL,32,19,0.5,11.93282884,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,AGCL,63.5,26,4,49.57569665,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,41,13.5,3,8.051909444,1.004483823,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,50.5,11,2.5,11.21826803,1.320298766,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,51,12.5,3.5,11.79029793,1.375553312,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,15,5,1,1.327418975,0.227281046,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,34,14.5,5,6.494464424,0.841365835,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,69,24,6,20.82693606,2.198750549,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,199,29,6.5,125.5153631,9.665660521,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,88.5,27.5,7,32.03555266,3.135710194,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,34.5,12,0,5.219871836,0.70269557,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,114,26,11,51.75589887,4.656630454,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,15,9,3,1.637426507,0.270213022,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,65,22,3,17.4902934,1.903998307,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,11,9,2,0.916881619,0.167530448,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,8.5,5.5,2.5,0.680813215,0.13107408,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,17.5,8.5,3,2.06448434,0.327097622,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,86,31.5,11,32.93771314,3.208327122,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,52,24,15,17.03458316,1.863008559,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,74.5,27,13,27.41098001,2.757533486,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,49,28,14,15.26479835,1.70193211,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,31,18,11,7.411335062,0.938132481,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,57,25,8.5,16.36093838,1.80206078,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,96.5,23,0.5,32.93771314,3.208327122,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,100,23,12,42.55716889,3.962892033,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,79,32,10.5,28.53743014,2.850617874,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,60,23,11,18.88898361,2.028660996,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,69,29.5,6,20.82693606,2.198750549,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,85,11,7,29.97340768,2.968351202,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,64,9,7,18.88898361,2.028660996,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,213,37,31,170.4491669,12.439033,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,87,9,9,32.33505096,3.159856835,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,74,13,6,23.36536498,2.417409118,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,130,23,20,71.62437348,6.086799897,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,45,8,2,9.056170602,1.106681674,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,25,6,1,3.153179675,0.463774444,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,35,9,2,5.912915664,0.77875222,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,39,10,2,7.099815207,0.905504161,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,48,8,3,10.4750539,1.247761421,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,30,10,1,10.88315691,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,30,20,1,10.88315691,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,61,30,12,57.75085512,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,48,22,2,27.62488282,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,31,11,3,13.02948684,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,42,20,2,21.53373575,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,60,24,3,24.53649617,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,81,32,6,54.17826594,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,70,24,6,38.88262167,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,83,38,16,74.39422671,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,79,28,2,45.46361734,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,210,25,10,141.730536,10.68390169,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,199,36,8,127.152636,9.769478973,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,127,41,8,59.36370358,5.214002931,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,175,35,9,103.0793267,8.217284946,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,155,22,8,83.05858411,6.877245945,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,135,23,7,64.95970472,5.615941083,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,181,25,5,105.0844073,8.348827349,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,62,15,6,17.4902934,1.903998307,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,80,21,25,37.93372953,3.604442031,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,113,20,20,57.80558979,5.100926028,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,45,11,2,9.056170602,1.106681674,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,44,9,3,9.056170602,1.106681674,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,LADI,55,12,3,20.02993509,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
